lambda,log2_N,log2_delta,q0,L,log2_precision
128,16,46,54,24,24
128,16,46,54,25,24
128,16,46,54,26,24
128,16,46,54,27,24
128,16,46,54,28,24
128,16,46,54,29,24
128,16,46,54,30,24
128,16,46,54,31,24
128,16,46,54,32,24
128,16,46,55,1,24
128,16,46,55,2,24
128,16,46,55,3,24
128,16,46,55,4,24
128,16,46,55,5,24
128,16,46,55,6,24
128,16,46,55,7,24
128,16,46,55,8,24
128,16,46,55,9,24
128,16,46,55,10,24
128,16,46,55,11,24
128,16,46,55,12,24
128,16,46,55,13,24
128,16,46,55,14,24
128,16,46,55,15,24
128,16,46,55,16,24
128,16,46,55,17,24
128,16,46,55,18,24
128,16,46,55,19,24
128,16,46,55,20,24
128,16,46,55,21,24
128,16,46,55,22,24
128,16,46,55,23,24
128,16,46,55,24,24
128,16,46,55,25,24
128,16,46,55,26,24
128,16,46,55,27,24
128,16,46,55,28,24
128,16,46,55,29,24
128,16,46,55,30,24
128,16,46,55,31,24
128,16,46,55,32,24
128,16,46,56,1,24
128,16,46,56,2,24
128,16,46,56,3,24
128,16,46,56,4,24
128,16,46,56,5,24
128,16,46,56,6,24
128,16,46,56,7,24
128,16,46,56,8,24
128,16,46,56,9,24
128,16,46,56,10,24
128,16,46,56,11,24
128,16,46,56,12,24
128,16,46,56,13,24
128,16,46,56,14,24
128,16,46,56,15,24
128,16,46,56,16,24
128,16,46,56,17,24
128,16,46,56,18,24
128,16,46,56,19,24
128,16,46,56,20,24
128,16,46,56,21,24
128,16,46,56,22,24
128,16,46,56,23,24
128,16,46,56,24,24
128,16,46,56,25,24
128,16,46,56,26,24
128,16,46,56,27,24
128,16,46,56,28,24
128,16,46,56,29,24
128,16,46,56,30,24
128,16,46,56,31,24
128,16,46,56,32,24
128,16,46,57,1,24
128,16,46,57,2,24
128,16,46,57,3,24
128,16,46,57,4,24
128,16,46,57,5,24
128,16,46,57,6,24
128,16,46,57,7,24
128,16,46,57,8,24
128,16,46,57,9,24
128,16,46,57,10,24
128,16,46,57,11,24
128,16,46,57,12,24
128,16,46,57,13,24
128,16,46,57,14,24
128,16,46,57,15,24
128,16,46,57,16,24
128,16,46,57,17,24
128,16,46,57,18,24
128,16,46,57,19,24
128,16,46,57,20,24
128,16,46,57,21,24
128,16,46,57,22,24
128,16,46,57,23,24
128,16,46,57,24,24
128,16,46,57,25,24
128,16,46,57,26,24
128,16,46,57,27,24
128,16,46,57,28,24
128,16,46,57,29,24
128,16,46,57,30,24
128,16,46,57,31,24
128,16,46,57,32,24
128,16,46,58,1,24
128,16,46,58,2,24
128,16,46,58,3,24
128,16,46,58,4,24
128,16,46,58,5,24
128,16,46,58,6,24
128,16,46,58,7,24
128,16,46,58,8,24
128,16,46,58,9,24
128,16,46,58,10,24
128,16,46,58,11,24
128,16,46,58,12,24
128,16,46,58,13,24
128,16,46,58,14,24
128,16,46,58,15,24
128,16,46,58,16,24
128,16,46,58,17,24
128,16,46,58,18,24
128,16,46,58,19,24
128,16,46,58,20,24
128,16,46,58,21,24
128,16,46,58,22,24
128,16,46,58,23,24
128,16,46,58,24,24
128,16,46,58,25,24
128,16,46,58,26,24
128,16,46,58,27,24
128,16,46,58,28,24
128,16,46,58,29,24
128,16,46,58,30,24
128,16,46,58,31,24
128,16,46,58,32,24
128,16,46,59,1,24
128,16,46,59,2,24
128,16,46,59,3,24
128,16,46,59,4,24
128,16,46,59,5,24
128,16,46,59,6,24
128,16,46,59,7,24
128,16,46,59,8,24
128,16,46,59,9,24
128,16,46,59,10,24
128,16,46,59,11,24
128,16,46,59,12,24
128,16,46,59,13,24
128,16,46,59,14,24
128,16,46,59,15,24
128,16,46,59,16,24
128,16,46,59,17,24
128,16,46,59,18,24
128,16,46,59,19,24
128,16,46,59,20,24
128,16,46,59,21,24
128,16,46,59,22,24
128,16,46,59,23,24
128,16,46,59,24,24
128,16,46,59,25,24
128,16,46,59,26,24
128,16,46,59,27,24
128,16,46,59,28,24
128,16,46,59,29,24
128,16,46,59,30,24
128,16,46,59,31,24
128,16,46,59,32,24
128,16,46,60,1,24
128,16,46,60,2,24
128,16,46,60,3,24
128,16,46,60,4,24
128,16,46,60,5,24
128,16,46,60,6,24
128,16,46,60,7,24
128,16,46,60,8,24
128,16,46,60,9,24
128,16,46,60,10,24
128,16,46,60,11,24
128,16,46,60,12,24
128,16,46,60,13,24
128,16,46,60,14,24
128,16,46,60,15,24
128,16,46,60,16,24
128,16,46,60,17,24
128,16,46,60,18,24
128,16,46,60,19,24
128,16,46,60,20,24
128,16,46,60,21,24
128,16,46,60,22,24
128,16,46,60,23,24
128,16,46,60,24,24
128,16,46,60,25,24
128,16,46,60,26,24
128,16,46,60,27,24
128,16,46,60,28,24
128,16,46,60,29,24
128,16,46,60,30,24
128,16,46,60,31,24
128,16,46,60,32,24
128,16,47,49,1,25
128,16,47,49,2,25
128,16,47,49,3,25
128,16,47,49,4,25
128,16,47,49,5,25
128,16,47,49,6,25
128,16,47,49,7,25
128,16,47,49,8,25
128,16,47,49,9,25
128,16,47,49,10,25
128,16,47,49,11,25
128,16,47,49,12,25
128,16,47,49,13,25
128,16,47,49,14,25
128,16,47,49,15,25
128,16,47,49,16,25
128,16,47,49,17,25
128,16,47,49,18,25
128,16,47,49,19,25
128,16,47,49,20,25
128,16,47,49,21,25
128,16,47,49,22,25
128,16,47,49,23,25
128,16,47,49,24,25
128,16,47,49,25,25
128,16,47,49,26,25
128,16,47,49,27,25
128,16,47,49,28,25
128,16,47,49,29,25
128,16,47,49,30,25
128,16,47,49,31,25
128,16,47,49,32,25
128,16,47,50,1,25
128,16,47,50,2,25
128,16,47,50,3,25
128,16,47,50,4,25
128,16,47,50,5,25
128,16,47,50,6,25
128,16,47,50,7,25
128,16,47,50,8,25
128,16,47,50,9,25
128,16,47,50,10,25
128,16,47,50,11,25
128,16,47,50,12,25
128,16,47,50,13,25
128,16,47,50,14,25
128,16,47,50,15,25
128,16,47,50,16,25
128,16,47,50,17,25
128,16,47,50,18,25
128,16,47,50,19,25
128,16,47,50,20,25
128,16,47,50,21,25
128,16,47,50,22,25
128,16,47,50,23,25
128,16,47,50,24,25
128,16,47,50,25,25
128,16,47,50,26,25
128,16,47,50,27,25
128,16,47,50,28,25
128,16,47,50,29,25
128,16,47,50,30,25
128,16,47,50,31,25
128,16,47,50,32,25
128,16,47,51,1,25
128,16,47,51,2,25
128,16,47,51,3,25
128,16,47,51,4,25
128,16,47,51,5,25
128,16,47,51,6,25
128,16,47,51,7,25
128,16,47,51,8,25
128,16,47,51,9,25
128,16,47,51,10,25
128,16,47,51,11,25
128,16,47,51,12,25
128,16,47,51,13,25
128,16,47,51,14,25
128,16,47,51,15,25
128,16,47,51,16,25
128,16,47,51,17,25
128,16,47,51,18,25
128,16,47,51,19,25
128,16,47,51,20,25
128,16,47,51,21,25
128,16,47,51,22,25
128,16,47,51,23,25
128,16,47,51,24,25
128,16,47,51,25,25
128,16,47,51,26,25
128,16,47,51,27,25
128,16,47,51,28,25
128,16,47,51,29,25
128,16,47,51,30,25
128,16,47,51,31,25
128,16,47,51,32,25
128,16,47,52,1,25
128,16,47,52,2,25
128,16,47,52,3,25
128,16,47,52,4,25
128,16,47,52,5,25
128,16,47,52,6,25
128,16,47,52,7,25
128,16,47,52,8,25
128,16,47,52,9,25
128,16,47,52,10,25
128,16,47,52,11,25
128,16,47,52,12,25
128,16,47,52,13,25
128,16,47,52,14,25
128,16,47,52,15,25
128,16,47,52,16,25
128,16,47,52,17,25
128,16,47,52,18,25
128,16,47,52,19,25
128,16,47,52,20,25
128,16,47,52,21,25
128,16,47,52,22,25
128,16,47,52,23,25
128,16,47,52,24,25
128,16,47,52,25,25
128,16,47,52,26,25
128,16,47,52,27,25
128,16,47,52,28,25
128,16,47,52,29,25
128,16,47,52,30,25
128,16,47,52,31,25
128,16,47,52,32,25
128,16,47,53,1,25
128,16,47,53,2,25
128,16,47,53,3,25
128,16,47,53,4,25
128,16,47,53,5,25
128,16,47,53,6,25
128,16,47,53,7,25
128,16,47,53,8,25
128,16,47,53,9,25
128,16,47,53,10,25
128,16,47,53,11,25
128,16,47,53,12,25
128,16,47,53,13,25
128,16,47,53,14,25
128,16,47,53,15,25
128,16,47,53,16,25
128,16,47,53,17,25
128,16,47,53,18,25
128,16,47,53,19,25
128,16,47,53,20,25
128,16,47,53,21,25
128,16,47,53,22,25
128,16,47,53,23,25
128,16,47,53,24,25
128,16,47,53,25,25
128,16,47,53,26,25
128,16,47,53,27,25
128,16,47,53,28,25
128,16,47,53,29,25
128,16,47,53,30,25
128,16,47,53,31,25
128,16,47,53,32,25
128,16,47,54,1,25
128,16,47,54,2,25
128,16,47,54,3,25
128,16,47,54,4,25
128,16,47,54,5,25
128,16,47,54,6,25
128,16,47,54,7,25
128,16,47,54,8,25
128,16,47,54,9,25
128,16,47,54,10,25
128,16,47,54,11,25
128,16,47,54,12,25
128,16,47,54,13,25
128,16,47,54,14,25
128,16,47,54,15,25
128,16,47,54,16,25
128,16,47,54,17,25
128,16,47,54,18,25
128,16,47,54,19,25
128,16,47,54,20,25
128,16,47,54,21,25
128,16,47,54,22,25
128,16,47,54,23,25
128,16,47,54,24,25
128,16,47,54,25,25
128,16,47,54,26,25
128,16,47,54,27,25
128,16,47,54,28,25
128,16,47,54,29,25
128,16,47,54,30,25
128,16,47,54,31,25
128,16,47,54,32,25
128,16,47,55,1,25
128,16,47,55,2,25
128,16,47,55,3,25
128,16,47,55,4,25
128,16,47,55,5,25
128,16,47,55,6,25
128,16,47,55,7,25
128,16,47,55,8,25
128,16,47,55,9,25
128,16,47,55,10,25
128,16,47,55,11,25
128,16,47,55,12,25
128,16,47,55,13,25
128,16,47,55,14,25
128,16,47,55,15,25
128,16,47,55,16,25
128,16,47,55,17,25
128,16,47,55,18,25
128,16,47,55,19,25
128,16,47,55,20,25
128,16,47,55,21,25
128,16,47,55,22,25
128,16,47,55,23,25
128,16,47,55,24,25
128,16,47,55,25,25
128,16,47,55,26,25
128,16,47,55,27,25
128,16,47,55,28,25
128,16,47,55,29,25
128,16,47,55,30,25
128,16,47,55,31,25
128,16,47,55,32,25
128,16,47,56,1,25
128,16,47,56,2,25
128,16,47,56,3,25
128,16,47,56,4,25
128,16,47,56,5,25
128,16,47,56,6,25
128,16,47,56,7,25
128,16,47,56,8,25
128,16,47,56,9,25
128,16,47,56,10,25
128,16,47,56,11,25
128,16,47,56,12,25
128,16,47,56,13,25
128,16,47,56,14,25
128,16,47,56,15,25
128,16,47,56,16,25
128,16,47,56,17,25
128,16,47,56,18,25
128,16,47,56,19,25
128,16,47,56,20,25
128,16,47,56,21,25
128,16,47,56,22,25
128,16,47,56,23,25
128,16,47,56,24,25
128,16,47,56,25,25
128,16,47,56,26,25
128,16,47,56,27,25
128,16,47,56,28,25
128,16,47,56,29,25
128,16,47,56,30,25
128,16,47,56,31,25
128,16,47,56,32,25
128,16,47,57,1,25
128,16,47,57,2,25
128,16,47,57,3,25
128,16,47,57,4,25
128,16,47,57,5,25
128,16,47,57,6,25
128,16,47,57,7,25
128,16,47,57,8,25
128,16,47,57,9,25
128,16,47,57,10,25
128,16,47,57,11,25
128,16,47,57,12,25
128,16,47,57,13,25
128,16,47,57,14,25
128,16,47,57,15,25
128,16,47,57,16,25
128,16,47,57,17,25
128,16,47,57,18,25
128,16,47,57,19,25
128,16,47,57,20,25
128,16,47,57,21,25
128,16,47,57,22,25
128,16,47,57,23,25
128,16,47,57,24,25
128,16,47,57,25,25
128,16,47,57,26,25
128,16,47,57,27,25
128,16,47,57,28,25
128,16,47,57,29,25
128,16,47,57,30,25
128,16,47,57,31,25
128,16,47,57,32,25
128,16,47,58,1,25
128,16,47,58,2,25
128,16,47,58,3,25
128,16,47,58,4,25
128,16,47,58,5,25
128,16,47,58,6,25
128,16,47,58,7,25
128,16,47,58,8,25
128,16,47,58,9,25
128,16,47,58,10,25
128,16,47,58,11,25
128,16,47,58,12,25
128,16,47,58,13,25
128,16,47,58,14,25
128,16,47,58,15,25
128,16,47,58,16,25
128,16,47,58,17,25
128,16,47,58,18,25
128,16,47,58,19,25
128,16,47,58,20,25
128,16,47,58,21,25
128,16,47,58,22,25
128,16,47,58,23,25
128,16,47,58,24,25
128,16,47,58,25,25
128,16,47,58,26,25
128,16,47,58,27,25
128,16,47,58,28,25
128,16,47,58,29,25
128,16,47,58,30,25
128,16,47,58,31,25
128,16,47,58,32,25
128,16,47,59,1,25
128,16,47,59,2,25
128,16,47,59,3,25
128,16,47,59,4,25
128,16,47,59,5,25
128,16,47,59,6,25
128,16,47,59,7,25
128,16,47,59,8,25
128,16,47,59,9,25
128,16,47,59,10,25
128,16,47,59,11,25
128,16,47,59,12,25
128,16,47,59,13,25
128,16,47,59,14,25
128,16,47,59,15,25
128,16,47,59,16,25
128,16,47,59,17,25
128,16,47,59,18,25
128,16,47,59,19,25
128,16,47,59,20,25
128,16,47,59,21,25
128,16,47,59,22,25
128,16,47,59,23,25
128,16,47,59,24,25
128,16,47,59,25,25
128,16,47,59,26,25
128,16,47,59,27,25
128,16,47,59,28,25
128,16,47,59,29,25
128,16,47,59,30,25
128,16,47,59,31,25
128,16,47,59,32,25
128,16,47,60,1,25
128,16,47,60,2,25
128,16,47,60,3,25
128,16,47,60,4,25
128,16,47,60,5,25
128,16,47,60,6,25
128,16,47,60,7,25
128,16,47,60,8,25
128,16,47,60,9,25
128,16,47,60,10,25
128,16,47,60,11,25
128,16,47,60,12,25
128,16,47,60,13,25
128,16,47,60,14,25
128,16,47,60,15,25
128,16,47,60,16,25
128,16,47,60,17,25
128,16,47,60,18,25
128,16,47,60,19,25
128,16,47,60,20,25
128,16,47,60,21,25
128,16,47,60,22,25
128,16,47,60,23,25
128,16,47,60,24,25
128,16,47,60,25,25
128,16,47,60,26,25
128,16,47,60,27,25
128,16,47,60,28,25
128,16,47,60,29,25
128,16,47,60,30,25
128,16,47,60,31,25
128,16,47,60,32,25
128,16,48,50,1,26
128,16,48,50,2,26
128,16,48,50,3,26
128,16,48,50,4,26
128,16,48,50,5,26
128,16,48,50,6,26
128,16,48,50,7,26
128,16,48,50,8,26
128,16,48,50,9,26
128,16,48,50,10,26
128,16,48,50,11,26
128,16,48,50,12,26
128,16,48,50,13,26
128,16,48,50,14,26
128,16,48,50,15,26
128,16,48,50,16,26
128,16,48,50,17,26
128,16,48,50,18,26
128,16,48,50,19,26
128,16,48,50,20,26
128,16,48,50,21,26
128,16,48,50,22,26
128,16,48,50,23,26
128,16,48,50,24,26
128,16,48,50,25,26
128,16,48,50,26,26
128,16,48,50,27,26
128,16,48,50,28,26
128,16,48,50,29,26
128,16,48,50,30,26
128,16,48,50,31,26
128,16,48,50,32,26
128,16,48,51,1,26
128,16,48,51,2,26
128,16,48,51,3,26
128,16,48,51,4,26
128,16,48,51,5,26
128,16,48,51,6,26
128,16,48,51,7,26
128,16,48,51,8,26
128,16,48,51,9,26
128,16,48,51,10,26
128,16,48,51,11,26
128,16,48,51,12,26
128,16,48,51,13,26
128,16,48,51,14,26
128,16,48,51,15,26
128,16,48,51,16,26
128,16,48,51,17,26
128,16,48,51,18,26
128,16,48,51,19,26
128,16,48,51,20,26
128,16,48,51,21,26
128,16,48,51,22,26
128,16,48,51,23,26
128,16,48,51,24,26
128,16,48,51,25,26
128,16,48,51,26,26
128,16,48,51,27,26
128,16,48,51,28,26
128,16,48,51,29,26
128,16,48,51,30,26
128,16,48,51,31,26
128,16,48,51,32,26
128,16,48,52,1,26
128,16,48,52,2,26
128,16,48,52,3,26
128,16,48,52,4,26
128,16,48,52,5,26
128,16,48,52,6,26
128,16,48,52,7,26
128,16,48,52,8,26
128,16,48,52,9,26
128,16,48,52,10,26
128,16,48,52,11,26
128,16,48,52,12,26
128,16,48,52,13,26
128,16,48,52,14,26
128,16,48,52,15,26
128,16,48,52,16,26
128,16,48,52,17,26
128,16,48,52,18,26
128,16,48,52,19,26
128,16,48,52,20,26
128,16,48,52,21,26
128,16,48,52,22,26
128,16,48,52,23,26
128,16,48,52,24,26
128,16,48,52,25,26
128,16,48,52,26,26
128,16,48,52,27,26
128,16,48,52,28,26
128,16,48,52,29,26
128,16,48,52,30,26
128,16,48,52,31,26
128,16,48,53,1,26
128,16,48,53,2,26
128,16,48,53,3,26
128,16,48,53,4,26
128,16,48,53,5,26
128,16,48,53,6,26
128,16,48,53,7,26
128,16,48,53,8,26
128,16,48,53,9,26
128,16,48,53,10,26
128,16,48,53,11,26
128,16,48,53,12,26
128,16,48,53,13,26
128,16,48,53,14,26
128,16,48,53,15,26
128,16,48,53,16,26
128,16,48,53,17,26
128,16,48,53,18,26
128,16,48,53,19,26
128,16,48,53,20,26
128,16,48,53,21,26
128,16,48,53,22,26
128,16,48,53,23,26
128,16,48,53,24,26
128,16,48,53,25,26
128,16,48,53,26,26
128,16,48,53,27,26
128,16,48,53,28,26
128,16,48,53,29,26
128,16,48,53,30,26
128,16,48,53,31,26
128,16,48,54,1,26
128,16,48,54,2,26
128,16,48,54,3,26
128,16,48,54,4,26
128,16,48,54,5,26
128,16,48,54,6,26
128,16,48,54,7,26
128,16,48,54,8,26
128,16,48,54,9,26
128,16,48,54,10,26
128,16,48,54,11,26
128,16,48,54,12,26
128,16,48,54,13,26
128,16,48,54,14,26
128,16,48,54,15,26
128,16,48,54,16,26
128,16,48,54,17,26
128,16,48,54,18,26
128,16,48,54,19,26
128,16,48,54,20,26
128,16,48,54,21,26
128,16,48,54,22,26
128,16,48,54,23,26
128,16,48,54,24,26
128,16,48,54,25,26
128,16,48,54,26,26
128,16,48,54,27,26
128,16,48,54,28,26
128,16,48,54,29,26
128,16,48,54,30,26
128,16,48,54,31,26
128,16,48,55,1,26
128,16,48,55,2,26
128,16,48,55,3,26
128,16,48,55,4,26
128,16,48,55,5,26
128,16,48,55,6,26
128,16,48,55,7,26
128,16,48,55,8,26
128,16,48,55,9,26
128,16,48,55,10,26
128,16,48,55,11,26
128,16,48,55,12,26
128,16,48,55,13,26
128,16,48,55,14,26
128,16,48,55,15,26
128,16,48,55,16,26
128,16,48,55,17,26
128,16,48,55,18,26
128,16,48,55,19,26
128,16,48,55,20,26
128,16,48,55,21,26
128,16,48,55,22,26
128,16,48,55,23,26
128,16,48,55,24,26
128,16,48,55,25,26
128,16,48,55,26,26
128,16,48,55,27,26
128,16,48,55,28,26
128,16,48,55,29,26
128,16,48,55,30,26
128,16,48,55,31,26
128,16,48,56,1,26
128,16,48,56,2,26
128,16,48,56,3,26
128,16,48,56,4,26
128,16,48,56,5,26
128,16,48,56,6,26
128,16,48,56,7,26
128,16,48,56,8,26
128,16,48,56,9,26
128,16,48,56,10,26
128,16,48,56,11,26
128,16,48,56,12,26
128,16,48,56,13,26
128,16,48,56,14,26
128,16,48,56,15,26
128,16,48,56,16,26
128,16,48,56,17,26
128,16,48,56,18,26
128,16,48,56,19,26
128,16,48,56,20,26
128,16,48,56,21,26
128,16,48,56,22,26
128,16,48,56,23,26
128,16,48,56,24,26
128,16,48,56,25,26
128,16,48,56,26,26
128,16,48,56,27,26
128,16,48,56,28,26
128,16,48,56,29,26
128,16,48,56,30,26
128,16,48,56,31,26
128,16,48,57,1,26
128,16,48,57,2,26
128,16,48,57,3,26
128,16,48,57,4,26
128,16,48,57,5,26
128,16,48,57,6,26
128,16,48,57,7,26
128,16,48,57,8,26
128,16,48,57,9,26
128,16,48,57,10,26
128,16,48,57,11,26
128,16,48,57,12,26
128,16,48,57,13,26
128,16,48,57,14,26
128,16,48,57,15,26
128,16,48,57,16,26
128,16,48,57,17,26
128,16,48,57,18,26
128,16,48,57,19,26
128,16,48,57,20,26
128,16,48,57,21,26
128,16,48,57,22,26
128,16,48,57,23,26
128,16,48,57,24,26
128,16,48,57,25,26
128,16,48,57,26,26
128,16,48,57,27,26
128,16,48,57,28,26
128,16,48,57,29,26
128,16,48,57,30,26
128,16,48,57,31,26
128,16,48,58,1,26
128,16,48,58,2,26
128,16,48,58,3,26
128,16,48,58,4,26
128,16,48,58,5,26
128,16,48,58,6,26
128,16,48,58,7,26
128,16,48,58,8,26
128,16,48,58,9,26
128,16,48,58,10,26
128,16,48,58,11,26
128,16,48,58,12,26
128,16,48,58,13,26
128,16,48,58,14,26
128,16,48,58,15,26
128,16,48,58,16,26
128,16,48,58,17,26
128,16,48,58,18,26
128,16,48,58,19,26
128,16,48,58,20,26
128,16,48,58,21,26
128,16,48,58,22,26
128,16,48,58,23,26
128,16,48,58,24,26
128,16,48,58,25,26
128,16,48,58,26,26
128,16,48,58,27,26
128,16,48,58,28,26
128,16,48,58,29,26
128,16,48,58,30,26
128,16,48,58,31,26
128,16,48,59,1,26
128,16,48,59,2,26
128,16,48,59,3,26
128,16,48,59,4,26
128,16,48,59,5,26
128,16,48,59,6,26
128,16,48,59,7,26
128,16,48,59,8,26
128,16,48,59,9,26
128,16,48,59,10,26
128,16,48,59,11,26
128,16,48,59,12,26
128,16,48,59,13,26
128,16,48,59,14,26
128,16,48,59,15,26
128,16,48,59,16,26
128,16,48,59,17,26
128,16,48,59,18,26
128,16,48,59,19,26
128,16,48,59,20,26
128,16,48,59,21,26
128,16,48,59,22,26
128,16,48,59,23,26
128,16,48,59,24,26
128,16,48,59,25,26
128,16,48,59,26,26
128,16,48,59,27,26
128,16,48,59,28,26
128,16,48,59,29,26
128,16,48,59,30,26
128,16,48,59,31,26
128,16,48,60,1,26
128,16,48,60,2,26
128,16,48,60,3,26
128,16,48,60,4,26
128,16,48,60,5,26
128,16,48,60,6,26
128,16,48,60,7,26
128,16,48,60,8,26
128,16,48,60,9,26
128,16,48,60,10,26
128,16,48,60,11,26
128,16,48,60,12,26
128,16,48,60,13,26
128,16,48,60,14,26
128,16,48,60,15,26
128,16,48,60,16,26
128,16,48,60,17,26
128,16,48,60,18,26
128,16,48,60,19,26
128,16,48,60,20,26
128,16,48,60,21,26
128,16,48,60,22,26
128,16,48,60,23,26
128,16,48,60,24,26
128,16,48,60,25,26
128,16,48,60,26,26
128,16,48,60,27,26
128,16,48,60,28,26
128,16,48,60,29,26
128,16,48,60,30,26
128,16,48,60,31,26
128,16,49,51,1,27
128,16,49,51,2,27
128,16,49,51,3,27
128,16,49,51,4,27
128,16,49,51,5,27
128,16,49,51,6,27
128,16,49,51,7,27
128,16,49,51,8,27
128,16,49,51,9,27
128,16,49,51,10,27
128,16,49,51,11,27
128,16,49,51,12,27
128,16,49,51,13,27
128,16,49,51,14,27
128,16,49,51,15,27
128,16,49,51,16,27
128,16,49,51,17,27
128,16,49,51,18,27
128,16,49,51,19,27
128,16,49,51,20,27
128,16,49,51,21,27
128,16,49,51,22,27
128,16,49,51,23,27
128,16,49,51,24,27
128,16,49,51,25,27
128,16,49,51,26,27
128,16,49,51,27,27
128,16,49,51,28,27
128,16,49,51,29,27
128,16,49,51,30,27
128,16,49,51,31,27
128,16,49,52,1,27
128,16,49,52,2,27
128,16,49,52,3,27
128,16,49,52,4,27
128,16,49,52,5,27
128,16,49,52,6,27
128,16,49,52,7,27
128,16,49,52,8,27
128,16,49,52,9,27
128,16,49,52,10,27
128,16,49,52,11,27
128,16,49,52,12,27
128,16,49,52,13,27
128,16,49,52,14,27
128,16,49,52,15,27
128,16,49,52,16,27
128,16,49,52,17,27
128,16,49,52,18,27
128,16,49,52,19,27
128,16,49,52,20,27
128,16,49,52,21,27
128,16,49,52,22,27
128,16,49,52,23,27
128,16,49,52,24,27
128,16,49,52,25,27
128,16,49,52,26,27
128,16,49,52,27,27
128,16,49,52,28,27
128,16,49,52,29,27
128,16,49,52,30,27
128,16,49,52,31,27
128,16,49,53,1,27
128,16,49,53,2,27
128,16,49,53,3,27
128,16,49,53,4,27
128,16,49,53,5,27
128,16,49,53,6,27
128,16,49,53,7,27
128,16,49,53,8,27
128,16,49,53,9,27
128,16,49,53,10,27
128,16,49,53,11,27
128,16,49,53,12,27
128,16,49,53,13,27
128,16,49,53,14,27
128,16,49,53,15,27
128,16,49,53,16,27
128,16,49,53,17,27
128,16,49,53,18,27
128,16,49,53,19,27
128,16,49,53,20,27
128,16,49,53,21,27
128,16,49,53,22,27
128,16,49,53,23,27
128,16,49,53,24,27
128,16,49,53,25,27
128,16,49,53,26,27
128,16,49,53,27,27
128,16,49,53,28,27
128,16,49,53,29,27
128,16,49,53,30,27
128,16,49,53,31,27
128,16,49,54,1,27
128,16,49,54,2,27
128,16,49,54,3,27
128,16,49,54,4,27
128,16,49,54,5,27
128,16,49,54,6,27
128,16,49,54,7,27
128,16,49,54,8,27
128,16,49,54,9,27
128,16,49,54,10,27
128,16,49,54,11,27
128,16,49,54,12,27
128,16,49,54,13,27
128,16,49,54,14,27
128,16,49,54,15,27
128,16,49,54,16,27
128,16,49,54,17,27
128,16,49,54,18,27
128,16,49,54,19,27
128,16,49,54,20,27
128,16,49,54,21,27
128,16,49,54,22,27
128,16,49,54,23,27
128,16,49,54,24,27
128,16,49,54,25,27
128,16,49,54,26,27
128,16,49,54,27,27
128,16,49,54,28,27
128,16,49,54,29,27
128,16,49,54,30,27
128,16,49,54,31,27
128,16,49,55,1,27
128,16,49,55,2,27
128,16,49,55,3,27
128,16,49,55,4,27
128,16,49,55,5,27
128,16,49,55,6,27
128,16,49,55,7,27
128,16,49,55,8,27
128,16,49,55,9,27
128,16,49,55,10,27
128,16,49,55,11,27
128,16,49,55,12,27
128,16,49,55,13,27
128,16,49,55,14,27
128,16,49,55,15,27
128,16,49,55,16,27
128,16,49,55,17,27
128,16,49,55,18,27
128,16,49,55,19,27
128,16,49,55,20,27
128,16,49,55,21,27
128,16,49,55,22,27
128,16,49,55,23,27
128,16,49,55,24,27
128,16,49,55,25,27
128,16,49,55,26,27
128,16,49,55,27,27
128,16,49,55,28,27
128,16,49,55,29,27
128,16,49,55,30,27
128,16,49,55,31,27
128,16,49,56,1,27
128,16,49,56,2,27
128,16,49,56,3,27
128,16,49,56,4,27
128,16,49,56,5,27
128,16,49,56,6,27
128,16,49,56,7,27
128,16,49,56,8,27
128,16,49,56,9,27
128,16,49,56,10,27
128,16,49,56,11,27
128,16,49,56,12,27
128,16,49,56,13,27
128,16,49,56,14,27
128,16,49,56,15,27
128,16,49,56,16,27
128,16,49,56,17,27
128,16,49,56,18,27
128,16,49,56,19,27
128,16,49,56,20,27
128,16,49,56,21,27
128,16,49,56,22,27
128,16,49,56,23,27
128,16,49,56,24,27
128,16,49,56,25,27
128,16,49,56,26,27
128,16,49,56,27,27
128,16,49,56,28,27
128,16,49,56,29,27
128,16,49,56,30,27
128,16,49,56,31,27
128,16,49,57,1,27
128,16,49,57,2,27
128,16,49,57,3,27
128,16,49,57,4,27
128,16,49,57,5,27
128,16,49,57,6,27
128,16,49,57,7,27
128,16,49,57,8,27
128,16,49,57,9,27
128,16,49,57,10,27
128,16,49,57,11,27
128,16,49,57,12,27
128,16,49,57,13,27
128,16,49,57,14,27
128,16,49,57,15,27
128,16,49,57,16,27
128,16,49,57,17,27
128,16,49,57,18,27
128,16,49,57,19,27
128,16,49,57,20,27
128,16,49,57,21,27
128,16,49,57,22,27
128,16,49,57,23,27
128,16,49,57,24,27
128,16,49,57,25,27
128,16,49,57,26,27
128,16,49,57,27,27
128,16,49,57,28,27
128,16,49,57,29,27
128,16,49,57,30,27
128,16,49,57,31,27
128,16,49,58,1,27
128,16,49,58,2,27
128,16,49,58,3,27
128,16,49,58,4,27
128,16,49,58,5,27
128,16,49,58,6,27
128,16,49,58,7,27
128,16,49,58,8,27
128,16,49,58,9,27
128,16,49,58,10,27
128,16,49,58,11,27
128,16,49,58,12,27
128,16,49,58,13,27
128,16,49,58,14,27
128,16,49,58,15,27
128,16,49,58,16,27
128,16,49,58,17,27
128,16,49,58,18,27
128,16,49,58,19,27
