lambda,log2_N,log2_delta,q0,L,log2_precision
128,16,49,58,20,27
128,16,49,58,21,27
128,16,49,58,22,27
128,16,49,58,23,27
128,16,49,58,24,27
128,16,49,58,25,27
128,16,49,58,26,27
128,16,49,58,27,27
128,16,49,58,28,27
128,16,49,58,29,27
128,16,49,58,30,27
128,16,49,58,31,27
128,16,49,59,1,27
128,16,49,59,2,27
128,16,49,59,3,27
128,16,49,59,4,27
128,16,49,59,5,27
128,16,49,59,6,27
128,16,49,59,7,27
128,16,49,59,8,27
128,16,49,59,9,27
128,16,49,59,10,27
128,16,49,59,11,27
128,16,49,59,12,27
128,16,49,59,13,27
128,16,49,59,14,27
128,16,49,59,15,27
128,16,49,59,16,27
128,16,49,59,17,27
128,16,49,59,18,27
128,16,49,59,19,27
128,16,49,59,20,27
128,16,49,59,21,27
128,16,49,59,22,27
128,16,49,59,23,27
128,16,49,59,24,27
128,16,49,59,25,27
128,16,49,59,26,27
128,16,49,59,27,27
128,16,49,59,28,27
128,16,49,59,29,27
128,16,49,59,30,27
128,16,49,59,31,27
128,16,49,60,1,27
128,16,49,60,2,27
128,16,49,60,3,27
128,16,49,60,4,27
128,16,49,60,5,27
128,16,49,60,6,27
128,16,49,60,7,27
128,16,49,60,8,27
128,16,49,60,9,27
128,16,49,60,10,27
128,16,49,60,11,27
128,16,49,60,12,27
128,16,49,60,13,27
128,16,49,60,14,27
128,16,49,60,15,27
128,16,49,60,16,27
128,16,49,60,17,27
128,16,49,60,18,27
128,16,49,60,19,27
128,16,49,60,20,27
128,16,49,60,21,27
128,16,49,60,22,27
128,16,49,60,23,27
128,16,49,60,24,27
128,16,49,60,25,27
128,16,49,60,26,27
128,16,49,60,27,27
128,16,49,60,28,27
128,16,49,60,29,27
128,16,49,60,30,27
128,16,49,60,31,27
128,16,50,52,1,28
128,16,50,52,2,28
128,16,50,52,3,28
128,16,50,52,4,28
128,16,50,52,5,28
128,16,50,52,6,28
128,16,50,52,7,28
128,16,50,52,8,28
128,16,50,52,9,28
128,16,50,52,10,28
128,16,50,52,11,28
128,16,50,52,12,28
128,16,50,52,13,28
128,16,50,52,14,28
128,16,50,52,15,28
128,16,50,52,16,28
128,16,50,52,17,28
128,16,50,52,18,28
128,16,50,52,19,28
128,16,50,52,20,28
128,16,50,52,21,28
128,16,50,52,22,28
128,16,50,52,23,28
128,16,50,52,24,28
128,16,50,52,25,28
128,16,50,52,26,28
128,16,50,52,27,28
128,16,50,52,28,28
128,16,50,52,29,28
128,16,50,52,30,28
128,16,50,53,1,28
128,16,50,53,2,28
128,16,50,53,3,28
128,16,50,53,4,28
128,16,50,53,5,28
128,16,50,53,6,28
128,16,50,53,7,28
128,16,50,53,8,28
128,16,50,53,9,28
128,16,50,53,10,28
128,16,50,53,11,28
128,16,50,53,12,28
128,16,50,53,13,28
128,16,50,53,14,28
128,16,50,53,15,28
128,16,50,53,16,28
128,16,50,53,17,28
128,16,50,53,18,28
128,16,50,53,19,28
128,16,50,53,20,28
128,16,50,53,21,28
128,16,50,53,22,28
128,16,50,53,23,28
128,16,50,53,24,28
128,16,50,53,25,28
128,16,50,53,26,28
128,16,50,53,27,28
128,16,50,53,28,28
128,16,50,53,29,28
128,16,50,53,30,28
128,16,50,54,1,28
128,16,50,54,2,28
128,16,50,54,3,28
128,16,50,54,4,28
128,16,50,54,5,28
128,16,50,54,6,28
128,16,50,54,7,28
128,16,50,54,8,28
128,16,50,54,9,28
128,16,50,54,10,28
128,16,50,54,11,28
128,16,50,54,12,28
128,16,50,54,13,28
128,16,50,54,14,28
128,16,50,54,15,28
128,16,50,54,16,28
128,16,50,54,17,28
128,16,50,54,18,28
128,16,50,54,19,28
128,16,50,54,20,28
128,16,50,54,21,28
128,16,50,54,22,28
128,16,50,54,23,28
128,16,50,54,24,28
128,16,50,54,25,28
128,16,50,54,26,28
128,16,50,54,27,28
128,16,50,54,28,28
128,16,50,54,29,28
128,16,50,54,30,28
128,16,50,55,1,28
128,16,50,55,2,28
128,16,50,55,3,28
128,16,50,55,4,28
128,16,50,55,5,28
128,16,50,55,6,28
128,16,50,55,7,28
128,16,50,55,8,28
128,16,50,55,9,28
128,16,50,55,10,28
128,16,50,55,11,28
128,16,50,55,12,28
128,16,50,55,13,28
128,16,50,55,14,28
128,16,50,55,15,28
128,16,50,55,16,28
128,16,50,55,17,28
128,16,50,55,18,28
128,16,50,55,19,28
128,16,50,55,20,28
128,16,50,55,21,28
128,16,50,55,22,28
128,16,50,55,23,28
128,16,50,55,24,28
128,16,50,55,25,28
128,16,50,55,26,28
128,16,50,55,27,28
128,16,50,55,28,28
128,16,50,55,29,28
128,16,50,55,30,28
128,16,50,56,1,28
128,16,50,56,2,28
128,16,50,56,3,28
128,16,50,56,4,28
128,16,50,56,5,28
128,16,50,56,6,28
128,16,50,56,7,28
128,16,50,56,8,28
128,16,50,56,9,28
128,16,50,56,10,28
128,16,50,56,11,28
128,16,50,56,12,28
128,16,50,56,13,28
128,16,50,56,14,28
128,16,50,56,15,28
128,16,50,56,16,28
128,16,50,56,17,28
128,16,50,56,18,28
128,16,50,56,19,28
128,16,50,56,20,28
128,16,50,56,21,28
128,16,50,56,22,28
128,16,50,56,23,28
128,16,50,56,24,28
128,16,50,56,25,28
128,16,50,56,26,28
128,16,50,56,27,28
128,16,50,56,28,28
128,16,50,56,29,28
128,16,50,56,30,28
128,16,50,57,1,28
128,16,50,57,2,28
128,16,50,57,3,28
128,16,50,57,4,28
128,16,50,57,5,28
128,16,50,57,6,28
128,16,50,57,7,28
128,16,50,57,8,28
128,16,50,57,9,28
128,16,50,57,10,28
128,16,50,57,11,28
128,16,50,57,12,28
128,16,50,57,13,28
128,16,50,57,14,28
128,16,50,57,15,28
128,16,50,57,16,28
128,16,50,57,17,28
128,16,50,57,18,28
128,16,50,57,19,28
128,16,50,57,20,28
128,16,50,57,21,28
128,16,50,57,22,28
128,16,50,57,23,28
128,16,50,57,24,28
128,16,50,57,25,28
128,16,50,57,26,28
128,16,50,57,27,28
128,16,50,57,28,28
128,16,50,57,29,28
128,16,50,57,30,28
128,16,50,58,1,28
128,16,50,58,2,28
128,16,50,58,3,28
128,16,50,58,4,28
128,16,50,58,5,28
128,16,50,58,6,28
128,16,50,58,7,28
128,16,50,58,8,28
128,16,50,58,9,28
128,16,50,58,10,28
128,16,50,58,11,28
128,16,50,58,12,28
128,16,50,58,13,28
128,16,50,58,14,28
128,16,50,58,15,28
128,16,50,58,16,28
128,16,50,58,17,28
128,16,50,58,18,28
128,16,50,58,19,28
128,16,50,58,20,28
128,16,50,58,21,28
128,16,50,58,22,28
128,16,50,58,23,28
128,16,50,58,24,28
128,16,50,58,25,28
128,16,50,58,26,28
128,16,50,58,27,28
128,16,50,58,28,28
128,16,50,58,29,28
128,16,50,58,30,28
128,16,50,59,1,28
128,16,50,59,2,28
128,16,50,59,3,28
128,16,50,59,4,28
128,16,50,59,5,28
128,16,50,59,6,28
128,16,50,59,7,28
128,16,50,59,8,28
128,16,50,59,9,28
128,16,50,59,10,28
128,16,50,59,11,28
128,16,50,59,12,28
128,16,50,59,13,28
128,16,50,59,14,28
128,16,50,59,15,28
128,16,50,59,16,28
128,16,50,59,17,28
128,16,50,59,18,28
128,16,50,59,19,28
128,16,50,59,20,28
128,16,50,59,21,28
128,16,50,59,22,28
128,16,50,59,23,28
128,16,50,59,24,28
128,16,50,59,25,28
128,16,50,59,26,28
128,16,50,59,27,28
128,16,50,59,28,28
128,16,50,59,29,28
128,16,50,59,30,28
128,16,50,60,1,28
128,16,50,60,2,28
128,16,50,60,3,28
128,16,50,60,4,28
128,16,50,60,5,28
128,16,50,60,6,28
128,16,50,60,7,28
128,16,50,60,8,28
128,16,50,60,9,28
128,16,50,60,10,28
128,16,50,60,11,28
128,16,50,60,12,28
128,16,50,60,13,28
128,16,50,60,14,28
128,16,50,60,15,28
128,16,50,60,16,28
128,16,50,60,17,28
128,16,50,60,18,28
128,16,50,60,19,28
128,16,50,60,20,28
128,16,50,60,21,28
128,16,50,60,22,28
128,16,50,60,23,28
128,16,50,60,24,28
128,16,50,60,25,28
128,16,50,60,26,28
128,16,50,60,27,28
128,16,50,60,28,28
128,16,50,60,29,28
128,16,50,60,30,28
128,16,51,53,1,29
128,16,51,53,2,29
128,16,51,53,3,29
128,16,51,53,4,29
128,16,51,53,5,29
128,16,51,53,6,29
128,16,51,53,7,29
128,16,51,53,8,29
128,16,51,53,9,29
128,16,51,53,10,29
128,16,51,53,11,29
128,16,51,53,12,29
128,16,51,53,13,29
128,16,51,53,14,29
128,16,51,53,15,29
128,16,51,53,16,29
128,16,51,53,17,29
128,16,51,53,18,29
128,16,51,53,19,29
128,16,51,53,20,29
128,16,51,53,21,29
128,16,51,53,22,29
128,16,51,53,23,29
128,16,51,53,24,29
128,16,51,53,25,29
128,16,51,53,26,29
128,16,51,53,27,29
128,16,51,53,28,29
128,16,51,53,29,29
128,16,51,53,30,29
128,16,51,54,1,29
128,16,51,54,2,29
128,16,51,54,3,29
128,16,51,54,4,29
128,16,51,54,5,29
128,16,51,54,6,29
128,16,51,54,7,29
128,16,51,54,8,29
128,16,51,54,9,29
128,16,51,54,10,29
128,16,51,54,11,29
128,16,51,54,12,29
128,16,51,54,13,29
128,16,51,54,14,29
128,16,51,54,15,29
128,16,51,54,16,29
128,16,51,54,17,29
128,16,51,54,18,29
128,16,51,54,19,29
128,16,51,54,20,29
128,16,51,54,21,29
128,16,51,54,22,29
128,16,51,54,23,29
128,16,51,54,24,29
128,16,51,54,25,29
128,16,51,54,26,29
128,16,51,54,27,29
128,16,51,54,28,29
128,16,51,54,29,29
128,16,51,54,30,29
128,16,51,55,1,29
128,16,51,55,2,29
128,16,51,55,3,29
128,16,51,55,4,29
128,16,51,55,5,29
128,16,51,55,6,29
128,16,51,55,7,29
128,16,51,55,8,29
128,16,51,55,9,29
128,16,51,55,10,29
128,16,51,55,11,29
128,16,51,55,12,29
128,16,51,55,13,29
128,16,51,55,14,29
128,16,51,55,15,29
128,16,51,55,16,29
128,16,51,55,17,29
128,16,51,55,18,29
128,16,51,55,19,29
128,16,51,55,20,29
128,16,51,55,21,29
128,16,51,55,22,29
128,16,51,55,23,29
128,16,51,55,24,29
128,16,51,55,25,29
128,16,51,55,26,29
128,16,51,55,27,29
128,16,51,55,28,29
128,16,51,55,29,29
128,16,51,55,30,29
128,16,51,56,1,29
128,16,51,56,2,29
128,16,51,56,3,29
128,16,51,56,4,29
128,16,51,56,5,29
128,16,51,56,6,29
128,16,51,56,7,29
128,16,51,56,8,29
128,16,51,56,9,29
128,16,51,56,10,29
128,16,51,56,11,29
128,16,51,56,12,29
128,16,51,56,13,29
128,16,51,56,14,29
128,16,51,56,15,29
128,16,51,56,16,29
128,16,51,56,17,29
128,16,51,56,18,29
128,16,51,56,19,29
128,16,51,56,20,29
128,16,51,56,21,29
128,16,51,56,22,29
128,16,51,56,23,29
128,16,51,56,24,29
128,16,51,56,25,29
128,16,51,56,26,29
128,16,51,56,27,29
128,16,51,56,28,29
128,16,51,56,29,29
128,16,51,56,30,29
128,16,51,57,1,29
128,16,51,57,2,29
128,16,51,57,3,29
128,16,51,57,4,29
128,16,51,57,5,29
128,16,51,57,6,29
128,16,51,57,7,29
128,16,51,57,8,29
128,16,51,57,9,29
128,16,51,57,10,29
128,16,51,57,11,29
128,16,51,57,12,29
128,16,51,57,13,29
128,16,51,57,14,29
128,16,51,57,15,29
128,16,51,57,16,29
128,16,51,57,17,29
128,16,51,57,18,29
128,16,51,57,19,29
128,16,51,57,20,29
128,16,51,57,21,29
128,16,51,57,22,29
128,16,51,57,23,29
128,16,51,57,24,29
128,16,51,57,25,29
128,16,51,57,26,29
128,16,51,57,27,29
128,16,51,57,28,29
128,16,51,57,29,29
128,16,51,57,30,29
128,16,51,58,1,29
128,16,51,58,2,29
128,16,51,58,3,29
128,16,51,58,4,29
128,16,51,58,5,29
128,16,51,58,6,29
128,16,51,58,7,29
128,16,51,58,8,29
128,16,51,58,9,29
128,16,51,58,10,29
128,16,51,58,11,29
128,16,51,58,12,29
128,16,51,58,13,29
128,16,51,58,14,29
128,16,51,58,15,29
128,16,51,58,16,29
128,16,51,58,17,29
128,16,51,58,18,29
128,16,51,58,19,29
128,16,51,58,20,29
128,16,51,58,21,29
128,16,51,58,22,29
128,16,51,58,23,29
128,16,51,58,24,29
128,16,51,58,25,29
128,16,51,58,26,29
128,16,51,58,27,29
128,16,51,58,28,29
128,16,51,58,29,29
128,16,51,59,1,29
128,16,51,59,2,29
128,16,51,59,3,29
128,16,51,59,4,29
128,16,51,59,5,29
128,16,51,59,6,29
128,16,51,59,7,29
128,16,51,59,8,29
128,16,51,59,9,29
128,16,51,59,10,29
128,16,51,59,11,29
128,16,51,59,12,29
128,16,51,59,13,29
128,16,51,59,14,29
128,16,51,59,15,29
128,16,51,59,16,29
128,16,51,59,17,29
128,16,51,59,18,29
128,16,51,59,19,29
128,16,51,59,20,29
128,16,51,59,21,29
128,16,51,59,22,29
128,16,51,59,23,29
128,16,51,59,24,29
128,16,51,59,25,29
128,16,51,59,26,29
128,16,51,59,27,29
128,16,51,59,28,29
128,16,51,59,29,29
128,16,51,60,1,29
128,16,51,60,2,29
128,16,51,60,3,29
128,16,51,60,4,29
128,16,51,60,5,29
128,16,51,60,6,29
128,16,51,60,7,29
128,16,51,60,8,29
128,16,51,60,9,29
128,16,51,60,10,29
128,16,51,60,11,29
128,16,51,60,12,29
128,16,51,60,13,29
128,16,51,60,14,29
128,16,51,60,15,29
128,16,51,60,16,29
128,16,51,60,17,29
128,16,51,60,18,29
128,16,51,60,19,29
128,16,51,60,20,29
128,16,51,60,21,29
128,16,51,60,22,29
128,16,51,60,23,29
128,16,51,60,24,29
128,16,51,60,25,29
128,16,51,60,26,29
128,16,51,60,27,29
128,16,51,60,28,29
128,16,51,60,29,29
128,16,52,54,1,30
128,16,52,54,2,30
128,16,52,54,3,30
128,16,52,54,4,30
128,16,52,54,5,30
128,16,52,54,6,30
128,16,52,54,7,30
128,16,52,54,8,30
128,16,52,54,9,30
128,16,52,54,10,30
128,16,52,54,11,30
128,16,52,54,12,30
128,16,52,54,13,30
128,16,52,54,14,30
128,16,52,54,15,30
128,16,52,54,16,30
128,16,52,54,17,30
128,16,52,54,18,30
128,16,52,54,19,30
128,16,52,54,20,30
128,16,52,54,21,30
128,16,52,54,22,30
128,16,52,54,23,30
128,16,52,54,24,30
128,16,52,54,25,30
128,16,52,54,26,30
128,16,52,54,27,30
128,16,52,54,28,30
128,16,52,54,29,30
128,16,52,55,1,30
128,16,52,55,2,30
128,16,52,55,3,30
128,16,52,55,4,30
128,16,52,55,5,30
128,16,52,55,6,30
128,16,52,55,7,30
128,16,52,55,8,30
128,16,52,55,9,30
128,16,52,55,10,30
128,16,52,55,11,30
128,16,52,55,12,30
128,16,52,55,13,30
128,16,52,55,14,30
128,16,52,55,15,30
128,16,52,55,16,30
128,16,52,55,17,30
128,16,52,55,18,30
128,16,52,55,19,30
128,16,52,55,20,30
128,16,52,55,21,30
128,16,52,55,22,30
128,16,52,55,23,30
128,16,52,55,24,30
128,16,52,55,25,30
128,16,52,55,26,30
128,16,52,55,27,30
128,16,52,55,28,30
128,16,52,55,29,30
128,16,52,56,1,30
128,16,52,56,2,30
128,16,52,56,3,30
128,16,52,56,4,30
128,16,52,56,5,30
128,16,52,56,6,30
128,16,52,56,7,30
128,16,52,56,8,30
128,16,52,56,9,30
128,16,52,56,10,30
128,16,52,56,11,30
128,16,52,56,12,30
128,16,52,56,13,30
128,16,52,56,14,30
128,16,52,56,15,30
128,16,52,56,16,30
128,16,52,56,17,30
128,16,52,56,18,30
128,16,52,56,19,30
128,16,52,56,20,30
128,16,52,56,21,30
128,16,52,56,22,30
128,16,52,56,23,30
128,16,52,56,24,30
128,16,52,56,25,30
128,16,52,56,26,30
128,16,52,56,27,30
128,16,52,56,28,30
128,16,52,56,29,30
128,16,52,57,1,30
128,16,52,57,2,30
128,16,52,57,3,30
128,16,52,57,4,30
128,16,52,57,5,30
128,16,52,57,6,30
128,16,52,57,7,30
128,16,52,57,8,30
128,16,52,57,9,30
128,16,52,57,10,30
128,16,52,57,11,30
128,16,52,57,12,30
128,16,52,57,13,30
128,16,52,57,14,30
128,16,52,57,15,30
128,16,52,57,16,30
128,16,52,57,17,30
128,16,52,57,18,30
128,16,52,57,19,30
128,16,52,57,20,30
128,16,52,57,21,30
128,16,52,57,22,30
128,16,52,57,23,30
128,16,52,57,24,30
128,16,52,57,25,30
128,16,52,57,26,30
128,16,52,57,27,30
128,16,52,57,28,30
128,16,52,57,29,30
128,16,52,58,1,30
128,16,52,58,2,30
128,16,52,58,3,30
128,16,52,58,4,30
128,16,52,58,5,30
128,16,52,58,6,30
128,16,52,58,7,30
128,16,52,58,8,30
128,16,52,58,9,30
128,16,52,58,10,30
128,16,52,58,11,30
128,16,52,58,12,30
128,16,52,58,13,30
128,16,52,58,14,30
128,16,52,58,15,30
128,16,52,58,16,30
128,16,52,58,17,30
128,16,52,58,18,30
128,16,52,58,19,30
128,16,52,58,20,30
128,16,52,58,21,30
128,16,52,58,22,30
128,16,52,58,23,30
128,16,52,58,24,30
128,16,52,58,25,30
128,16,52,58,26,30
128,16,52,58,27,30
128,16,52,58,28,30
128,16,52,58,29,30
128,16,52,59,1,30
128,16,52,59,2,30
128,16,52,59,3,30
128,16,52,59,4,30
128,16,52,59,5,30
128,16,52,59,6,30
128,16,52,59,7,30
128,16,52,59,8,30
128,16,52,59,9,30
128,16,52,59,10,30
128,16,52,59,11,30
128,16,52,59,12,30
128,16,52,59,13,30
128,16,52,59,14,30
128,16,52,59,15,30
128,16,52,59,16,30
128,16,52,59,17,30
128,16,52,59,18,30
128,16,52,59,19,30
128,16,52,59,20,30
128,16,52,59,21,30
128,16,52,59,22,30
128,16,52,59,23,30
128,16,52,59,24,30
128,16,52,59,25,30
128,16,52,59,26,30
128,16,52,59,27,30
128,16,52,59,28,30
128,16,52,59,29,30
128,16,52,60,1,30
128,16,52,60,2,30
128,16,52,60,3,30
128,16,52,60,4,30
128,16,52,60,5,30
128,16,52,60,6,30
128,16,52,60,7,30
128,16,52,60,8,30
128,16,52,60,9,30
128,16,52,60,10,30
128,16,52,60,11,30
128,16,52,60,12,30
128,16,52,60,13,30
128,16,52,60,14,30
128,16,52,60,15,30
128,16,52,60,16,30
128,16,52,60,17,30
128,16,52,60,18,30
128,16,52,60,19,30
128,16,52,60,20,30
128,16,52,60,21,30
128,16,52,60,22,30
128,16,52,60,23,30
128,16,52,60,24,30
128,16,52,60,25,30
128,16,52,60,26,30
128,16,52,60,27,30
128,16,52,60,28,30
128,16,52,60,29,30
128,16,53,55,1,31
128,16,53,55,2,31
128,16,53,55,3,31
128,16,53,55,4,31
128,16,53,55,5,31
128,16,53,55,6,31
128,16,53,55,7,31
128,16,53,55,8,31
128,16,53,55,9,31
128,16,53,55,10,31
128,16,53,55,11,31
128,16,53,55,12,31
128,16,53,55,13,31
128,16,53,55,14,31
128,16,53,55,15,31
128,16,53,55,16,31
128,16,53,55,17,31
128,16,53,55,18,31
128,16,53,55,19,31
128,16,53,55,20,31
128,16,53,55,21,31
128,16,53,55,22,31
128,16,53,55,23,31
128,16,53,55,24,31
128,16,53,55,25,31
128,16,53,55,26,31
128,16,53,55,27,31
128,16,53,55,28,31
128,16,53,56,1,31
128,16,53,56,2,31
128,16,53,56,3,31
128,16,53,56,4,31
128,16,53,56,5,31
128,16,53,56,6,31
128,16,53,56,7,31
128,16,53,56,8,31
128,16,53,56,9,31
128,16,53,56,10,31
128,16,53,56,11,31
128,16,53,56,12,31
128,16,53,56,13,31
128,16,53,56,14,31
128,16,53,56,15,31
128,16,53,56,16,31
128,16,53,56,17,31
128,16,53,56,18,31
128,16,53,56,19,31
128,16,53,56,20,31
128,16,53,56,21,31
128,16,53,56,22,31
128,16,53,56,23,31
128,16,53,56,24,31
128,16,53,56,25,31
128,16,53,56,26,31
128,16,53,56,27,31
128,16,53,56,28,31
128,16,53,57,1,31
128,16,53,57,2,31
128,16,53,57,3,31
128,16,53,57,4,31
128,16,53,57,5,31
128,16,53,57,6,31
128,16,53,57,7,31
128,16,53,57,8,31
128,16,53,57,9,31
128,16,53,57,10,31
128,16,53,57,11,31
128,16,53,57,12,31
128,16,53,57,13,31
128,16,53,57,14,31
128,16,53,57,15,31
128,16,53,57,16,31
128,16,53,57,17,31
128,16,53,57,18,31
128,16,53,57,19,31
128,16,53,57,20,31
128,16,53,57,21,31
128,16,53,57,22,31
128,16,53,57,23,31
128,16,53,57,24,31
128,16,53,57,25,31
128,16,53,57,26,31
128,16,53,57,27,31
128,16,53,57,28,31
128,16,53,58,1,31
128,16,53,58,2,31
128,16,53,58,3,31
128,16,53,58,4,31
128,16,53,58,5,31
128,16,53,58,6,31
128,16,53,58,7,31
128,16,53,58,8,31
128,16,53,58,9,31
128,16,53,58,10,31
128,16,53,58,11,31
128,16,53,58,12,31
128,16,53,58,13,31
128,16,53,58,14,31
128,16,53,58,15,31
128,16,53,58,16,31
128,16,53,58,17,31
128,16,53,58,18,31
128,16,53,58,19,31
128,16,53,58,20,31
128,16,53,58,21,31
128,16,53,58,22,31
128,16,53,58,23,31
128,16,53,58,24,31
128,16,53,58,25,31
128,16,53,58,26,31
128,16,53,58,27,31
128,16,53,58,28,31
128,16,53,59,1,31
128,16,53,59,2,31
128,16,53,59,3,31
128,16,53,59,4,31
128,16,53,59,5,31
128,16,53,59,6,31
128,16,53,59,7,31
128,16,53,59,8,31
128,16,53,59,9,31
128,16,53,59,10,31
128,16,53,59,11,31
128,16,53,59,12,31
128,16,53,59,13,31
128,16,53,59,14,31
128,16,53,59,15,31
128,16,53,59,16,31
128,16,53,59,17,31
128,16,53,59,18,31
128,16,53,59,19,31
128,16,53,59,20,31
128,16,53,59,21,31
128,16,53,59,22,31
128,16,53,59,23,31
128,16,53,59,24,31
128,16,53,59,25,31
128,16,53,59,26,31
128,16,53,59,27,31
128,16,53,59,28,31
128,16,53,60,1,31
128,16,53,60,2,31
128,16,53,60,3,31
128,16,53,60,4,31
128,16,53,60,5,31
128,16,53,60,6,31
128,16,53,60,7,31
128,16,53,60,8,31
128,16,53,60,9,31
128,16,53,60,10,31
128,16,53,60,11,31
128,16,53,60,12,31
128,16,53,60,13,31
128,16,53,60,14,31
128,16,53,60,15,31
128,16,53,60,16,31
128,16,53,60,17,31
128,16,53,60,18,31
128,16,53,60,19,31
128,16,53,60,20,31
128,16,53,60,21,31
128,16,53,60,22,31
128,16,53,60,23,31
128,16,53,60,24,31
128,16,53,60,25,31
128,16,53,60,26,31
128,16,53,60,27,31
128,16,53,60,28,31
128,16,54,56,1,32
128,16,54,56,2,32
128,16,54,56,3,32
128,16,54,56,4,32
128,16,54,56,5,32
128,16,54,56,6,32
128,16,54,56,7,32
128,16,54,56,8,32
128,16,54,56,9,32
128,16,54,56,10,32
128,16,54,56,11,32
128,16,54,56,12,32
128,16,54,56,13,32
128,16,54,56,14,32
128,16,54,56,15,32
128,16,54,56,16,32
128,16,54,56,17,32
128,16,54,56,18,32
128,16,54,56,19,32
128,16,54,56,20,32
128,16,54,56,21,32
128,16,54,56,22,32
128,16,54,56,23,32
128,16,54,56,24,32
128,16,54,56,25,32
128,16,54,56,26,32
128,16,54,56,27,32
128,16,54,56,28,32
128,16,54,57,1,32
128,16,54,57,2,32
128,16,54,57,3,32
128,16,54,57,4,32
128,16,54,57,5,32
128,16,54,57,6,32
128,16,54,57,7,32
128,16,54,57,8,32
128,16,54,57,9,32
128,16,54,57,10,32
128,16,54,57,11,32
128,16,54,57,12,32
128,16,54,57,13,32
128,16,54,57,14,32
128,16,54,57,15,32
128,16,54,57,16,32
128,16,54,57,17,32
128,16,54,57,18,32
128,16,54,57,19,32
128,16,54,57,20,32
128,16,54,57,21,32
128,16,54,57,22,32
128,16,54,57,23,32
128,16,54,57,24,32
128,16,54,57,25,32
128,16,54,57,26,32
128,16,54,57,27,32
128,16,54,57,28,32
128,16,54,58,1,32
128,16,54,58,2,32
128,16,54,58,3,32
128,16,54,58,4,32
128,16,54,58,5,32
128,16,54,58,6,32
128,16,54,58,7,32
128,16,54,58,8,32
128,16,54,58,9,32
128,16,54,58,10,32
128,16,54,58,11,32
128,16,54,58,12,32
128,16,54,58,13,32
128,16,54,58,14,32
128,16,54,58,15,32
128,16,54,58,16,32
128,16,54,58,17,32
128,16,54,58,18,32
128,16,54,58,19,32
128,16,54,58,20,32
128,16,54,58,21,32
128,16,54,58,22,32
128,16,54,58,23,32
128,16,54,58,24,32
128,16,54,58,25,32
128,16,54,58,26,32
128,16,54,58,27,32
128,16,54,58,28,32
128,16,54,59,1,32
128,16,54,59,2,32
128,16,54,59,3,32
128,16,54,59,4,32
128,16,54,59,5,32
128,16,54,59,6,32
128,16,54,59,7,32
128,16,54,59,8,32
128,16,54,59,9,32
128,16,54,59,10,32
128,16,54,59,11,32
128,16,54,59,12,32
128,16,54,59,13,32
128,16,54,59,14,32
128,16,54,59,15,32
128,16,54,59,16,32
128,16,54,59,17,32
128,16,54,59,18,32
128,16,54,59,19,32
128,16,54,59,20,32
128,16,54,59,21,32
128,16,54,59,22,32
128,16,54,59,23,32
128,16,54,59,24,32
128,16,54,59,25,32
128,16,54,59,26,32
128,16,54,59,27,32
128,16,54,59,28,32
128,16,54,60,1,32
128,16,54,60,2,32
128,16,54,60,3,32
128,16,54,60,4,32
128,16,54,60,5,32
128,16,54,60,6,32
128,16,54,60,7,32
128,16,54,60,8,32
128,16,54,60,9,32
128,16,54,60,10,32
128,16,54,60,11,32
128,16,54,60,12,32
128,16,54,60,13,32
128,16,54,60,14,32
128,16,54,60,15,32
128,16,54,60,16,32
128,16,54,60,17,32
128,16,54,60,18,32
128,16,54,60,19,32
128,16,54,60,20,32
128,16,54,60,21,32
128,16,54,60,22,32
128,16,54,60,23,32
128,16,54,60,24,32
128,16,54,60,25,32
128,16,54,60,26,32
128,16,54,60,27,32
128,16,54,60,28,32
128,16,55,57,1,33
128,16,55,57,2,33
128,16,55,57,3,33
128,16,55,57,4,33
128,16,55,57,5,33
128,16,55,57,6,33
128,16,55,57,7,33
128,16,55,57,8,33
128,16,55,57,9,33
128,16,55,57,10,33
128,16,55,57,11,33
128,16,55,57,12,33
128,16,55,57,13,33
128,16,55,57,14,33
128,16,55,57,15,33
128,16,55,57,16,33
128,16,55,57,17,33
128,16,55,57,18,33
128,16,55,57,19,33
128,16,55,57,20,33
128,16,55,57,21,33
128,16,55,57,22,33
128,16,55,57,23,33
128,16,55,57,24,33
128,16,55,57,25,33
128,16,55,57,26,33
128,16,55,57,27,33
128,16,55,58,1,33
